Date;Open;High;Low;Close;Adj Close;Volume
01.12.2021;1.133003;1.135847;1.130416;1.133029;1.133029;0
02.12.2021;1.131964;1.134816;1.130186;1.131952;1.131952;0
03.12.2021;1.130684;1.133183;1.126735;1.130621;1.130621;0
06.12.2021;1.130263;1.131;1.1269;1.13048;1.13048;0
07.12.2021;1.128452;1.129943;1.123129;1.128668;1.128668;0
08.12.2021;1.127307;1.133903;1.126964;1.12765;1.12765;0
09.12.2021;1.134404;1.134559;1.127943;1.134559;1.134559;0
10.12.2021;1.129408;1.132259;1.126735;1.129331;1.129331;0
13.12.2021;1.131119;1.131606;1.126354;1.131183;1.131183;0
14.12.2021;1.128337;1.132759;1.126659;1.128541;1.128541;0
15.12.2021;1.125873;1.1278;1.124923;1.126126;1.126126;0
16.12.2021;1.129305;1.136364;1.12821;1.129076;1.129076;0
17.12.2021;1.133543;1.134906;1.126837;1.133414;1.133414;0
20.12.2021;1.124252;1.130454;1.123734;1.124354;1.124354;0
21.12.2021;1.127675;1.130327;1.126177;1.127752;1.127752;0
22.12.2021;1.12905;1.1342;1.126532;1.128757;1.128757;0
23.12.2021;1.133016;1.134559;1.129152;1.132888;1.132888;0
24.12.2021;1.132464;1.13443;1.130838;1.132734;1.132734;0
27.12.2021;1.132387;1.1335;1.130416;1.132426;1.132426;0
28.12.2021;1.132978;1.1336;1.129038;1.133003;1.133003;0
29.12.2021;1.131337;1.137001;1.127536;1.131478;1.131478;0
30.12.2021;1.135976;1.135976;1.130071;1.136015;1.136015;0
31.12.2021;1.132323;1.137915;1.130506;1.132503;1.132503;0
03.01.2022;1.137385;1.137592;1.128541;1.137346;1.137346;0
04.01.2022;1.130199;1.1323;1.127345;1.130224;1.130224;0
05.01.2022;1.128541;1.134559;1.127764;1.128363;1.128363;0
06.01.2022;1.131222;1.133067;1.128554;1.13135;1.13135;0
07.01.2022;1.129586;1.135976;1.12905;1.129688;1.129688;0
10.01.2022;1.135344;1.135976;1.128834;1.135396;1.135396;0
11.01.2022;1.133273;1.1369;1.131554;1.133042;1.133042;0
12.01.2022;1.13701;1.1433;1.135576;1.136648;1.136648;0
13.01.2022;1.143981;1.147908;1.143641;1.144165;1.144165;0
14.01.2022;1.145659;1.148369;1.141005;1.145712;1.145712;0
17.01.2022;1.141214;1.143458;1.139315;1.14107;1.14107;0
18.01.2022;1.141292;1.142335;1.132965;1.141057;1.141057;0
19.01.2022;1.133003;1.13568;1.131952;1.132965;1.132965;0
20.01.2022;1.134353;1.136893;1.133016;1.13434;1.13434;0
21.01.2022;1.131542;1.136105;1.130224;1.131375;1.131375;0
24.01.2022;1.134095;1.134095;1.12914;1.134147;1.134147;0
25.01.2022;1.132387;1.132503;1.126684;1.132413;1.132413;0
26.01.2022;1.130352;1.13135;1.127205;1.130454;1.130454;0
27.01.2022;1.124227;1.12448;1.11335;1.124354;1.124354;0
28.01.2022;1.114616;1.117006;1.112335;1.114703;1.114703;0
31.01.2022;1.115138;1.121692;1.114504;1.115237;1.115237;0
01.02.2022;1.122914;1.127904;1.122208;1.122965;1.122965;0
02.02.2022;1.127307;1.132939;1.126697;1.127396;1.127396;0
03.02.2022;1.129995;1.145069;1.127205;1.129995;1.129995;0
04.02.2022;1.143511;1.148369;1.141344;1.143576;1.143576;0
07.02.2022;1.145462;1.146;1.14167;1.145515;1.145515;0
08.02.2022;1.144086;1.145082;1.139705;1.144296;1.144296;0
09.02.2022;1.142113;1.1447;1.140329;1.142126;1.142126;0
10.02.2022;1.142126;1.149425;1.138084;1.142152;1.142152;0
11.02.2022;1.141175;1.141901;1.137126;1.141553;1.141553;0
14.02.2022;1.136583;1.136893;1.12928;1.136506;1.136506;0
15.02.2022;1.130608;1.13688;1.130582;1.130633;1.130633;0
16.02.2022;1.135564;1.139315;1.134546;1.13568;1.13568;0
17.02.2022;1.137333;1.138693;1.132759;1.137527;1.137527;0
18.02.2022;1.136389;1.137669;1.13158;1.136648;1.136648;0
21.02.2022;1.131734;1.138563;1.131414;1.131721;1.131721;0
22.02.2022;1.130966;1.136377;1.12891;1.130966;1.130966;0
23.02.2022;1.133055;1.135976;1.130736;1.132913;1.132913;0
24.02.2022;1.130595;1.130595;1.111049;1.130569;1.130569;0
25.02.2022;1.119081;1.126608;1.116807;1.119069;1.119069;0
28.02.2022;1.118105;1.124455;1.114318;1.118105;1.118105;0
01.03.2022;1.121466;1.123217;1.110211;1.121592;1.121592;0
02.03.2022;1.113102;1.114194;1.105852;1.113276;1.113276;0
03.03.2022;1.111358;1.111605;1.103984;1.111235;1.111235;0
04.03.2022;1.106929;1.106929;1.089004;1.106684;1.106684;0
07.03.2022;1.087394;1.093075;1.080859;1.087453;1.087453;0
08.03.2022;1.086957;1.092216;1.085117;1.086531;1.086531;0
09.03.2022;1.090085;1.109115;1.089788;1.089823;1.089823;0
10.03.2022;1.107334;1.111617;1.098213;1.107383;1.107383;0
11.03.2022;1.101212;1.104192;1.09347;1.101394;1.101394;0
14.03.2022;1.093255;1.098696;1.090251;1.093207;1.093207;0
15.03.2022;1.094535;1.101831;1.093948;1.094319;1.094319;0
16.03.2022;1.096732;1.103875;1.095578;1.096936;1.096936;0
17.03.2022;1.102244;1.111049;1.102123;1.102196;1.102196;0
18.03.2022;1.10989;1.111791;1.100534;1.109952;1.109952;0
21.03.2022;1.104216;1.106672;1.102609;1.104313;1.104313;0
22.03.2022;1.101637;1.10457;1.096155;1.101722;1.101722;0
23.03.2022;1.10301;1.1042;1.096575;1.102974;1.102974;0
24.03.2022;1.100631;1.101334;1.096996;1.100631;1.100631;0
25.03.2022;1.100897;1.103875;1.098298;1.100958;1.100958;0
28.03.2022;1.098189;1.099674;1.094535;1.098189;1.098189;0
29.03.2022;1.099384;1.113635;1.097045;1.099384;1.099384;0
30.03.2022;1.109152;1.117;1.108906;1.109152;1.109152;0
31.03.2022;1.116184;1.118306;1.1074;1.116184;1.116184;0
01.04.2022;1.107236;1.107542;1.102974;1.107236;1.107236;0
04.04.2022;1.104728;1.105705;1.098093;1.104728;1.104728;0
05.04.2022;1.097586;1.099143;1.092132;1.097586;1.097586;0
06.04.2022;1.090643;1.093745;1.087571;1.090643;1.090643;0
07.04.2022;1.089823;1.093506;1.08672;1.089823;1.089823;0
08.04.2022;1.086484;1.089194;1.083694;1.086484;1.086484;0
11.04.2022;1.088495;1.093279;1.087465;1.088495;1.088495;0
12.04.2022;1.087796;1.090394;1.085187;1.087796;1.087796;0
13.04.2022;1.082614;1.087382;1.081034;1.082614;1.082614;0
14.04.2022;1.089657;1.092263;1.075859;1.089657;1.089657;0
15.04.2022;1.082099;1.082345;1.079879;1.082099;1.082099;0
18.04.2022;1.081525;1.081584;1.078365;1.081525;1.081525;0
19.04.2022;1.078179;1.08121;1.076195;1.078179;1.078179;0
20.04.2022;1.079447;1.08672;1.078481;1.079447;1.079447;0
21.04.2022;1.084987;1.09347;1.082439;1.084987;1.084987;0
22.04.2022;1.083518;1.085423;1.077284;1.083518;1.083518;0
25.04.2022;1.081105;1.081221;1.070034;1.081105;1.081105;0
26.04.2022;1.071421;1.073883;1.064464;1.071421;1.071421;0
27.04.2022;1.064362;1.065644;1.051669;1.064362;1.064362;0
28.04.2022;1.055509;1.056223;1.047285;1.055509;1.055509;0
29.04.2022;1.05042;1.059042;1.050542;1.05042;1.05042;0
02.05.2022;1.053596;1.05677;1.050398;1.053596;1.053596;0
03.05.2022;1.050906;1.057765;1.049439;1.050906;1.050906;0
04.05.2022;1.052853;1.056636;1.050652;1.052853;1.052853;0
05.05.2022;1.062248;1.064;1.050464;1.062248;1.062248;0
06.05.2022;1.053974;1.059839;1.048537;1.053974;1.053974;0
09.05.2022;1.053219;1.057217;1.049659;1.053219;1.053219;0
10.05.2022;1.05658;1.058582;1.052731;1.05658;1.05658;0
11.05.2022;1.053297;1.057563;1.050707;1.053297;1.053297;0
12.05.2022;1.051248;1.052975;1.037355;1.051248;1.051248;0
13.05.2022;1.037958;1.041938;1.035197;1.037958;1.037958;0
16.05.2022;1.040063;1.043798;1.039134;1.040063;1.040063;0
17.05.2022;1.043896;1.055376;1.043242;1.043896;1.043896;0
18.05.2022;1.054786;1.056412;1.049241;1.054786;1.054786;0
19.05.2022;1.047274;1.059805;1.046605;1.047274;1.047274;0
20.05.2022;1.057899;1.059883;1.054107;1.057899;1.057899;0
23.05.2022;1.056982;1.069027;1.05687;1.056982;1.056982;0
24.05.2022;1.068205;1.074633;1.0662;1.068205;1.068205;0
25.05.2022;1.073653;1.073653;1.064407;1.073653;1.073653;0
26.05.2022;1.068661;1.072869;1.06645;1.068661;1.068661;0
27.05.2022;1.073295;1.076507;1.069805;1.073295;1.073295;0
30.05.2022;1.073146;1.078516;1.072743;1.073146;1.073146;0
31.05.2022;1.077354;1.077493;1.068216;1.077354;1.077354;0
01.06.2022;1.073411;1.073664;1.063174;1.073411;1.073411;0
02.06.2022;1.065417;1.073849;1.064566;1.065417;1.065417;0
03.06.2022;1.075107;1.076542;1.070664;1.075107;1.075107;0
06.06.2022;1.072605;1.075269;1.068604;1.072605;1.072605;0
07.06.2022;1.069141;1.070893;1.06528;1.069141;1.069141;0
08.06.2022;1.069862;1.07483;1.067327;1.069862;1.069862;0
09.06.2022;1.071765;1.077006;1.064713;1.071765;1.071765;0
10.06.2022;1.061921;1.064215;1.050773;1.061921;1.061921;0
13.06.2022;1.048999;1.049759;1.041905;1.048999;1.048999;0
14.06.2022;1.041515;1.04824;1.039825;1.041515;1.041515;0
15.06.2022;1.044059;1.050718;1.038627;1.044059;1.044059;0
16.06.2022;1.04562;1.053031;1.03826;1.04562;1.04562;0
17.06.2022;1.054685;1.055175;1.044561;1.054685;1.054685;0
20.06.2022;1.049142;1.054519;1.048636;1.049142;1.049142;0
21.06.2022;1.052078;1.05819;1.051425;1.052078;1.052078;0
22.06.2022;1.053264;1.060288;1.047186;1.053264;1.053264;0
23.06.2022;1.056412;1.058067;1.048449;1.056412;1.056412;0
24.06.2022;1.052011;1.056915;1.05137;1.052011;1.052011;0
27.06.2022;1.056613;1.061425;1.055086;1.056613;1.056613;0
28.06.2022;1.058089;1.060502;1.050575;1.058089;1.058089;0
29.06.2022;1.052355;1.05363;1.046803;1.052355;1.052355;0
30.06.2022;1.044659;1.047878;1.038389;1.044659;1.044659;0
01.07.2022;1.047768;1.04779;1.036989;1.047768;1.047768;0
04.07.2022;1.043395;1.046353;1.041808;1.043395;1.043395;0
05.07.2022;1.043319;1.044856;1.02373;1.043319;1.043319;0
06.07.2022;1.025767;1.02739;1.016219;1.025767;1.025767;0
07.07.2022;1.018641;1.02192;1.015332;1.018641;1.018641;0
08.07.2022;1.016984;1.019108;1.007973;1.016984;1.016984;0
11.07.2022;1.016611;1.016777;1.005429;1.016611;1.016611;0
12.07.2022;1.004753;1.007384;1.00011;1.004753;1.004753;0
13.07.2022;1.003311;1.011624;0.99989;1.003311;1.003311;0
14.07.2022;1.003271;1.004924;0.995362;1.003271;1.003271;0
15.07.2022;1.002567;1.009795;1.001061;1.002567;1.002567;0
18.07.2022;1.009632;1.019888;1.008237;1.009632;1.009632;0
19.07.2022;1.014518;1.026821;1.012566;1.014518;1.014518;0
20.07.2022;1.023133;1.02719;1.017594;1.023133;1.023133;0
21.07.2022;1.018278;1.027538;1.016312;1.018278;1.018278;0
22.07.2022;1.022108;1.025515;1.013397;1.022108;1.022108;0
25.07.2022;1.020023;1.025641;1.01806;1.020023;1.020023;0
26.07.2022;1.022495;1.024905;1.011398;1.022495;1.022495;0
27.07.2022;1.012956;1.017191;1.010744;1.012956;1.012956;0
28.07.2022;1.020929;1.023311;1.011572;1.020929;1.020929;0
29.07.2022;1.019233;1.025378;1.014858;1.019233;1.019233;0
01.08.2022;1.020825;1.027749;1.02096;1.020825;1.020825;0
02.08.2022;1.026136;1.029315;1.018371;1.026136;1.026136;0
03.08.2022;1.015569;1.020762;1.01232;1.015569;1.015569;0
04.08.2022;1.015765;1.023248;1.0156;1.015765;1.015765;0
05.08.2022;1.024779;1.024905;1.014363;1.024779;1.024779;0
08.08.2022;1.017087;1.022181;1.016002;1.017087;1.017087;0
09.08.2022;1.019763;1.024695;1.018921;1.019763;1.019763;0
10.08.2022;1.020814;1.036914;1.020304;1.020814;1.020814;0
11.08.2022;1.030078;1.036592;1.027633;1.030078;1.030078;0
12.08.2022;1.031672;1.032738;1.023961;1.031672;1.031672;0
15.08.2022;1.025641;1.026715;1.018226;1.025641;1.025641;0
16.08.2022;1.016198;1.019441;1.01234;1.016198;1.016198;0
17.08.2022;1.017066;1.019784;1.014806;1.017066;1.017066;0
18.08.2022;1.018019;1.019368;1.011317;1.018019;1.018019;0
19.08.2022;1.00899;1.011225;1.003623;1.00899;1.00899;0
22.08.2022;1.003522;1.004823;0.992773;1.003522;1.003522;0
23.08.2022;0.993947;1.001904;0.990315;0.993947;0.993947;0
24.08.2022;0.996691;0.99982;0.991198;0.996691;0.996691;0
25.08.2022;0.99691;1.003059;0.995679;0.99691;0.99691;0
26.08.2022;0.997128;1.008827;0.994728;0.997128;0.997128;0
29.08.2022;0.993868;1.00311;0.991493;0.993868;0.993868;0
30.08.2022;1.001402;1.005227;0.998343;1.001402;1.001402;0
31.08.2022;1.002506;1.007739;0.997168;1.002506;1.002506;0
01.09.2022;1.003905;1.004581;0.991739;1.003905;1.003905;0
02.09.2022;0.995233;1.003331;0.995124;0.995233;0.995233;0
05.09.2022;0.990943;0.994352;0.988084;0.990943;0.990943;0
06.09.2022;0.995223;0.998532;0.986514;0.995223;0.995223;0
07.09.2022;0.989795;0.99552;0.987781;0.989795;0.989795;0
08.09.2022;0.99957;1.002908;0.993345;0.99957;0.99957;0
09.09.2022;1.001202;1.011225;1.000931;1.001202;1.001202;0
12.09.2022;1.007141;1.01968;1.006472;1.007141;1.007141;0
13.09.2022;1.012956;1.018745;0.99958;1.012956;1.012956;0
14.09.2022;0.998203;1.002275;0.996363;0.998203;0.998203;0
15.09.2022;0.998403;1.001793;0.995748;0.998403;0.998403;0
16.09.2022;0.998831;1.003563;0.99458;0.998831;0.998831;0
19.09.2022;1.002235;1.002808;0.996681;1.002235;1.002235;0
20.09.2022;1.002959;1.005025;0.995708;1.002959;1.002959;0
21.09.2022;0.997079;0.997407;0.986914;0.997079;0.997079;0
22.09.2022;0.983072;0.990619;0.981104;0.983072;0.983072;0
23.09.2022;0.984155;0.985222;0.970393;0.984155;0.984155;0
26.09.2022;0.968992;0.969989;0.958231;0.968992;0.968992;0
27.09.2022;0.962371;0.967006;0.959453;0.962371;0.962371;0
28.09.2022;0.959619;0.968626;0.954016;0.959619;0.959619;0
29.09.2022;0.970817;0.978732;0.963828;0.970817;0.970817;0
30.09.2022;0.982956;0.984999;0.973606;0.982956;0.982956;0
03.10.2022;0.979269;0.984426;0.975362;0.979269;0.979269;0
04.10.2022;0.983207;0.998014;0.980671;0.983207;0.983207;0
05.10.2022;0.998432;0.99942;0.983545;0.998432;0.998432;0
06.10.2022;0.9911;0.992635;0.978933;0.9911;0.9911;0
07.10.2022;0.978905;0.981605;0.97317;0.978905;0.978905;0
10.10.2022;0.973501;0.975229;0.968251;0.973501;0.973501;0
11.10.2022;0.971006;0.97581;0.967399;0.971006;0.971006;0
12.10.2022;0.970017;0.973302;0.966968;0.970017;0.970017;0
13.10.2022;0.970798;0.979509;0.963595;0.970798;0.970798;0
14.10.2022;0.975134;0.980383;0.970949;0.975134;0.975134;0
17.10.2022;0.973937;0.984707;0.97245;0.973937;0.973937;0
18.10.2022;0.98464;0.987362;0.98146;0.98464;0.98464;0
19.10.2022;0.986388;0.986699;0.976019;0.986388;0.986388;0
20.10.2022;0.976648;0.984514;0.975553;0.976648;0.976648;0
21.10.2022;0.97789;0.985698;0.970732;0.97789;0.97789;0
24.10.2022;0.986009;0.988963;0.980892;0.986009;0.986009;0
25.10.2022;0.98865;0.997536;0.985222;0.98865;0.98865;0
26.10.2022;0.996373;1.008054;0.994461;0.996373;0.996373;0
27.10.2022;1.009194;1.009489;0.997646;1.009194;1.009194;0
28.10.2022;0.99678;0.9999;0.993147;0.99678;0.99678;0
31.10.2022;0.9955;0.99681;0.987352;0.9955;0.9955;0
01.11.2022;0.988631;0.995163;0.986213;0.988631;0.988631;0
02.11.2022;0.987791;0.991355;0.986758;0.987791;0.987791;0
03.11.2022;0.981441;0.983961;0.973122;0.981441;0.981441;0
04.11.2022;0.974963;0.993818;0.974849;0.974963;0.974963;0
07.11.2022;0.992881;1.0005;0.991945;0.992881;0.992881;0
08.11.2022;1.001863;1.009418;0.997606;1.001863;1.001863;0
09.11.2022;1.008085;1.008878;1.001252;1.008085;1.008085;0
10.11.2022;1.001954;1.018299;0.993779;1.001954;1.001954;0
11.11.2022;1.019222;1.033837;1.016622;1.019222;1.019222;0
14.11.2022;1.032855;1.035025;1.027359;1.032855;1.032855;0
15.11.2022;1.031928;1.047548;1.031385;1.031928;1.031928;0
16.11.2022;1.035786;1.043732;1.033645;1.035786;1.035786;0
17.11.2022;1.039501;1.040572;1.030949;1.039501;1.039501;0
18.11.2022;1.036173;1.039587;1.032802;1.036173;1.036173;0
21.11.2022;1.03309;1.033325;1.022704;1.03309;1.03309;0
22.11.2022;1.024569;1.029018;1.024338;1.024569;1.024569;0
23.11.2022;1.031109;1.038206;1.029813;1.031109;1.031109;0
24.11.2022;1.041623;1.044823;1.038368;1.041623;1.041623;0
25.11.2022;1.04081;1.042905;1.035615;1.04081;1.04081;0
28.11.2022;1.036753;1.04967;1.034244;1.036753;1.036753;0
29.11.2022;1.034554;1.039415;1.032546;1.034554;1.034554;0
30.11.2022;1.03245;1.039458;1.02923;1.03245;1.03245;0
01.12.2022;1.042535;1.053141;1.039793;1.042535;1.042535;0
